"x","y","t","cluster"
-4.20596510153264,-8.99254289986566,1.9797813934274,0
5.70844168178737,-1.14443853073753,-3.31009390172549,0
-1.80225694812834,5.91871194373816,-0.225461933389306,0
7.58374459929764,-7.48639465249144,8.99858178449795,0
8.72125222901814,1.20677007841878,-0.338532536057755,0
-8.99798131207936,-5.81067848559469,7.7289343980141,0
0.556488663330674,-7.37487332518213,8.20587610085495,0
7.76989707900211,5.01549571319483,2.15295264995657,0
1.01841328642331,7.82189811123535,-1.76834242469631,0
-0.859028240991757,-2.48563703745604,-6.98752511939965,0
9.04530023792759,3.2692808536347,8.61893610474654,0
-0.923983707418666,-8.02215491370298,-3.93566778050736,0
3.51589858196676,-2.29740117159672,-8.69773268331774,0
1.4381413587369,-4.46720383744687,8.86499341274612,0
-7.8620912832208,6.22987276981585,4.3678062139079,0
7.91653441395611,-1.01937644043937,-7.08257294716313,0
-5.02746285977773,6.13927419036627,0.975836190115661,0
-9.06722123608924,6.18531228848733,8.99100652341731,0
-3.40716975820251,5.82797795799561,1.692570391763,0
8.9991722531151,-1.19133258545771,-1.8906964214053,0
7.71287845806219,5.03860814105719,2.92829089066945,0
3.81750744190067,2.55857840487733,-3.56755178156309,0
2.78203491261229,4.16161154676229,-3.80714378482662,0
9.78654157714918,-9.88762948815711,-5.54860090096481,0
3.08297482249327,-0.488731832848861,-2.58412045645528,1
4.1289032697212,-5.54164607380517,9.58754022871144,0
0.87250728928484,-2.37963255308568,-6.84679444371723,0
1.86401200485416,2.23286586483009,-8.0973288022913,0
-4.17463720156811,-2.93440139698796,-7.09024322591722,0
-6.98714978322387,-7.69951859791763,3.76214060992934,0
9.16787980422377,-5.07633444014937,2.36127837114036,0
7.9655210933648,3.32750063147396,7.74960351954214,0
3.77596451276913,-1.63059376236051,3.42538203368895,0
5.85025487020612,5.70627751378342,4.69413921092637,0
-9.4126490467228,-7.86328004370444,0.418487370433287,0
-0.439639772381634,-1.2891237183474,3.16480130357668,1
5.11749884295277,9.60214820369147,6.3717481108848,0
