"x","y","t","cluster"
-4.20596510153264,-8.99254289986566,1.9797813934274,1
5.70844168178737,-1.14443853073753,-3.31009390172549,1
-1.80225694812834,5.91871194373816,-0.225461933389306,1
7.58374459929764,-7.48639465249144,8.99858178449795,0
8.72125222901814,1.20677007841878,-0.338532536057755,1
-8.99798131207936,-5.81067848559469,7.7289343980141,0
0.556488663330674,-7.37487332518213,8.20587610085495,1
7.76989707900211,5.01549571319483,2.15295264995657,1
1.01841328642331,7.82189811123535,-1.76834242469631,1
-0.859028240991757,-2.48563703745604,-6.98752511939965,1
9.04530023792759,3.2692808536347,8.61893610474654,0
-0.923983707418666,-8.02215491370298,-3.93566778050736,1
3.51589858196676,-2.29740117159672,-8.69773268331774,1
1.4381413587369,-4.46720383744687,8.86499341274612,1
-7.8620912832208,6.22987276981585,4.3678062139079,0
7.91653441395611,-1.01937644043937,-7.08257294716313,1
-5.02746285977773,6.13927419036627,0.975836190115661,1
-9.06722123608924,6.18531228848733,8.99100652341731,0
-3.40716975820251,5.82797795799561,1.692570391763,1
8.9991722531151,-1.19133258545771,-1.8906964214053,1
7.71287845806219,5.03860814105719,2.92829089066945,1
3.81750744190067,2.55857840487733,-3.56755178156309,1
2.78203491261229,4.16161154676229,-3.80714378482662,1
9.78654157714918,-9.88762948815711,-5.54860090096481,0
3.08297482249327,-0.488731832848861,-2.58412045645528,1
4.1289032697212,-5.54164607380517,9.58754022871144,1
0.87250728928484,-2.37963255308568,-6.84679444371723,1
1.86401200485416,2.23286586483009,-8.0973288022913,1
-4.17463720156811,-2.93440139698796,-7.09024322591722,1
-6.98714978322387,-7.69951859791763,3.76214060992934,0
9.16787980422377,-5.07633444014937,2.36127837114036,0
7.9655210933648,3.32750063147396,7.74960351954214,1
3.77596451276913,-1.63059376236051,3.42538203368895,1
5.85025487020612,5.70627751378342,4.69413921092637,1
-9.4126490467228,-7.86328004370444,0.418487370433287,0
-0.439639772381634,-1.2891237183474,3.16480130357668,1
5.11749884295277,9.60214820369147,6.3717481108848,0
-5.61512287049554,7.78241206509992,5.66837472366169,0
-3.60001604883,7.65208740360104,9.50047396388836,0
-5.31380945001729,-6.43395752459764,-1.19925558236428,1
-7.07255955683067,-7.31222530701198,-3.72829639893025,0
-1.69198255087249,3.03141811578535,-1.79239593828097,1
-1.70825833934359,-3.0983738492243,-9.69275118573569,1
-2.59686007169075,3.10381093374454,-6.25977942463942,1
-6.88159399470314,-3.55660979873501,6.78604051396251,1
-7.1516399437096,-6.18371583851986,-5.32299671536312,1
-5.28592483084649,5.58942716605961,-5.1658208780922,1
-0.673943484993652,-8.04681926309131,-8.38151492639445,1
-4.63374172076583,-0.657774976920336,-5.03467117496766,1
7.08498876378872,0.227808106038719,4.59627706948668,1
1.38981266040355,-1.57662181556225,0.835421552881598,1
-0.00989093165844679,1.1189421066083,1.30686196126044,1
-0.448363880626857,-1.64508946007118,1.56758507806808,1
-1.01420402340591,-1.08903247117996,0.157642930746078,1
-1.55561415478587,-1.95609709946439,0.221254367381334,1
-0.440022259019315,1.80857750214636,-0.894240465015173,1
0.287741255946457,-2.1223076521419,0.636791703291237,1
-1.13242894876748,1.93630434991792,-1.02625903021544,1
-0.220927991904318,-1.01401302823797,-0.846935180947185,1
-1.12803732510656,-0.754983672872186,0.863123834133148,1
0.00919825304299593,0.778472542762756,0.910134532488883,1
-0.584381712600589,-2.42019754182547,-1.3078278452158,1
0.59994063526392,-2.86803770810366,-0.774754964746535,1
-0.501144173555076,2.95826868200675,-0.52037089318037,1
-0.578218476846814,0.503633073996753,-1.68911378271878,1
0.134751781821251,1.69093839079142,0.852600755169988,1
0.961337441578507,2.3513767356053,0.20369091629982,1
-1.11558824870735,1.52919272147119,-1.45653841458261,1
-0.3490155255422,2.87522238073871,1.89665477629751,1
-0.937253252603114,-2.73511759238318,0.24785263556987,1
0.519892213866115,2.42040530825034,1.15363752655685,1
-1.26468603685498,2.19300488429144,1.39565633703023,1
1.45457644574344,1.65244554821402,1.51216709893197,1
0.98627201654017,-0.739101498853415,1.20190549548715,1
